expediente,nif,razon_social,titulo_proyecto,coste_total_original,solicitado_original,subvencionable_original,subvencion_original,comunidad_autonoma,puntuacion_o_motivo,coste_total_eur,solicitado_eur,subvencionable_eur,subvencion_columna_fuente_eur,id_registro,anio_convocatoria,estado_en_fuente,puntuacion,motivo,moneda,fuente_url,pagina_fuente,fila_pagina,fuente_sha256,fecha_consulta,observaciones
AEI-010600-2026-2,G36983575,FUNDACIÓN CLUSTER DE AUTOMOCIÓN Y MOVILIDAD DE GALICIA (CEAGA),MOVINDUSTRY: Modelo de movilidad industrial inteligente y sostenible,"60.255,00 €","30.127,00 €","60.255,00 €","30.127,00 €",Galicia,"57,40",60255.00,30127.00,60255.00,30127.00,AEI-2026-010600-2026-2,2026,lista_espera_sin_concesion,57.4,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,4,5,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-59,G99299299,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),MOBILE LOCKERS: Investigación y Desarrollo de un Sistema de Taquillas Inteligentes Itinerantes y Multi-Operador para la Optimización de la Última Milla en Entornos Rurales y de Alta Demanda,"287.159,00 €","223.536,00 €","287.159,00 €","219.666,00 €",Aragón,"57,20",287159.00,223536.00,287159.00,219666.00,AEI-2026-010500-2026-59,2026,lista_espera_sin_concesion,57.2,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,4,6,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010600-2026-9,G75061242,"ASOCIACION CLUSTER DEL SECTOR DEL HABITAT, MADERA, OFICINA Y CONTRACT (HABIC)",FURNEB - Estudio de viabilidad para una propuesta AEI de Tecnologías Digitales vinculada a la New European Bauhaus,"75.796,00 €","37.898,00 €","75.796,00 €","37.898,00 €",País Vasco,"57,08",75796.00,37898.00,75796.00,37898.00,AEI-2026-010600-2026-9,2026,lista_espera_sin_concesion,57.08,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,4,7,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-136,G19532209,"CLUSTER DE EMPRESAS DIGITALES, SOSTENIBLES E INDUSTRIAS INNOVADORAS (ONTECH INNOVATION)","Advancing early detection and precision treatment of endometriosis through artificial intelligence and genomics, ""endoGEN""","326.848,00 €","249.393,00 €","326.848,00 €","249.393,00 €",Andalucía,"56,78",326848.00,249393.00,326848.00,249393.00,AEI-2026-010500-2026-136,2026,lista_espera_sin_concesion,56.78,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,4,8,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-153,G99374050,ASOCIACIÓN CLUSTER DE LA SALUD DE ARAGÓN,SAFECHAIN24: Investigación de soluciones para la aceleración de procesos de control de Salmonella y refuerzo de la seguridad en la cadena alimentaria basadas en habilitadores biotecnológicos y digitales,"335.907,00 €","246.203,00 €","260.767,00 €","193.611,00 €",Aragón,"56,54",335907.00,246203.00,260767.00,193611.00,AEI-2026-010500-2026-153,2026,lista_espera_sin_concesion,56.54,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,4,9,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-28,G64862717,ASOCIACIÓN CATALANA PARA LA INNOVACIÓN Y LA INTERNACIONALIZACIÓN DEL SECTOR DEL AGUA (CATALAN WATER PARTNERSHIP),"OptiPUMPs - Control inteligente para la optimización y operación integrada de estaciones de bombeo en el ciclo del agua para eficiencia energética y operativa, descarbonización y resiliencia","304.222,00 €","152.110,00 €","304.222,00 €","152.110,00 €",Cataluña,"55,90",304222.00,152110.00,304222.00,152110.00,AEI-2026-010500-2026-28,2026,lista_espera_sin_concesion,55.9,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,4,10,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-80,G36983575,FUNDACIÓN CLUSTER DE AUTOMOCIÓN Y MOVILIDAD DE GALICIA (CEAGA),H-BOTS: Robots humanoides para operaciones inteligentes en automoción,"273.258,00 €","147.560,00 €","273.258,00 €","147.560,00 €",Galicia,"55,83",273258.00,147560.00,273258.00,147560.00,AEI-2026-010500-2026-80,2026,lista_espera_sin_concesion,55.83,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,4,11,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010600-2026-7,G99171951,ASOCIACIÓN AERONAÚTICA ARAGONESA,VITECNET: Vigilancia Tecnológica y Networking Dual para el Hub de Defensa de Aragón,"60.425,00 €","30.211,00 €","60.425,00 €","30.211,00 €",Aragón,"55,11",60425.00,30211.00,60425.00,30211.00,AEI-2026-010600-2026-7,2026,lista_espera_sin_concesion,55.11,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,4,12,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-75,G64935851,ASSOCIACIO CLUSTER DE L'ENERGIA EFICIENT DE CATALUNYA,THERMOFLEX Plataforma digital para la caracterización y optimización de la flexibilidad térmica industrial,"318.248,00 €","249.657,00 €","222.728,00 €","173.241,00 €",Cataluña,"54,93",318248.00,249657.00,222728.00,173241.00,AEI-2026-010500-2026-75,2026,lista_espera_sin_concesion,54.93,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,4,13,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-10,G24600124,AGRUPACION EMPRESARIAL INNOVADORA EN CIBERSEGURIDAD Y TECNOLOGIAS AVANZADAS,CIVOS - Cyber Intelligent Vulnerability Orchestration System,"280.158,00 €","218.383,00 €","280.158,00 €","218.383,00 €",Castilla y León,"54,88",280158.00,218383.00,280158.00,218383.00,AEI-2026-010500-2026-10,2026,lista_espera_sin_concesion,54.88,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,4,14,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-57,G66028978,ASSOCIACIO CLUSTER DE LA INDUSTRIA D'AUTOMOCIO DE CATALUNYA (CIAC),Plataforma autónoma de robótica humanoide para incrementar la competitividad y resiliencia de la fabricación europea de automoción,"390.936,00 €","215.552,00 €","200.860,00 €","120.514,00 €",Cataluña,"54,84",390936.00,215552.00,200860.00,120514.00,AEI-2026-010500-2026-57,2026,lista_espera_sin_concesion,54.84,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,4,15,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-102,G85321883,CENTRO DE INNOVACION TECNOLOGICA PARA LA LOGISTICA Y EL TRANSPORTE DE MERCANCIAS POR CARRETERA (CITET),Urbanpaq Metro,"350.047,00 €","247.136,00 €","311.538,00 €","224.031,00 €",Comunidad de Madrid,"54,81",350047.00,247136.00,311538.00,224031.00,AEI-2026-010500-2026-102,2026,lista_espera_sin_concesion,54.81,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,5,1,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-84,G93341170,ASOCIACIÓN EMPRESARIAL MULTISECTORIAL INNOVADORA PARA LAS CIUDADES INTELIGENTES (CLUSTER ANDALUCÍA SMART CITY),URBO - Unidad Robótica de BarridO,"263.414,00 €","200.732,00 €","263.414,00 €","200.732,00 €",Andalucía,"54,78",263414.00,200732.00,263414.00,200732.00,AEI-2026-010500-2026-84,2026,lista_espera_sin_concesion,54.78,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,5,2,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-120,G64935851,ASSOCIACIO CLUSTER DE L'ENERGIA EFICIENT DE CATALUNYA,CAEGENIUS - Plataforma agéntica de inteligencia artificial para la automatización y escalado del sistema de Certificados de Ahorro Energético en climatización e HVAC industrial y terciario,"310.739,00 €","248.590,00 €","310.739,00 €","248.590,00 €",Cataluña,"54,56",310739.00,248590.00,310739.00,248590.00,AEI-2026-010500-2026-120,2026,lista_espera_sin_concesion,54.56,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,5,3,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010600-2026-6,G99299299,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),"UAS4LOGISTICS ""Estudio de viabilidad para la incorporación de sistemas aéreos no tripulados (UAS) en la logística avanzada""","60.043,00 €","30.021,00 €","60.043,00 €","30.021,00 €",Aragón,"54,54",60043.00,30021.00,60043.00,30021.00,AEI-2026-010600-2026-6,2026,lista_espera_sin_concesion,54.54,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,5,4,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-3,G65083834,ASOCIACIÓN ESPAÑOLA PARA LA INTERNACIONALIZACIÓN Y LA INNOVACIÓN DE LAS EMPRESAS SOLARES (SOLARTYS),COMUNITIA - Plataforma digital para la gestión avanzada de comunidades energéticas,"301.925,00 €","163.913,00 €","301.925,00 €","163.913,00 €",Cataluña,"54,51",301925.00,163913.00,301925.00,163913.00,AEI-2026-010500-2026-3,2026,lista_espera_sin_concesion,54.51,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,5,5,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-94,G99510026,CLUSTER DE LA MAQUINARIA AGRICOLA DE ARAGON,HEAVY-XR SERVICE,"174.839,00 €","132.149,00 €","149.307,00 €","80.408,00 €",Aragón,"54,31",174839.00,132149.00,149307.00,80408.00,AEI-2026-010500-2026-94,2026,lista_espera_sin_concesion,54.31,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,5,6,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-112,G99299299,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),"MERCACIRCULAR: Investigación para el diseño del modelo funcional de gestión selectiva, trazabilidad y valorización de los residuos no peligrosos de envases terciarios generados en plataformas alimentarias","275.905,00 €","213.986,00 €","231.003,00 €","184.800,00 €",Aragón,"54,24",275905.00,213986.00,231003.00,184800.00,AEI-2026-010500-2026-112,2026,lista_espera_sin_concesion,54.24,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,5,7,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-142,G66505751,ASSOCIACIÓ CLÚSTER DIGITAL DE CATALUNYA,Videoknow - Industry,"249.340,00 €","149.602,00 €","249.340,00 €","149.602,00 €",Cataluña,"54,20",249340.00,149602.00,249340.00,149602.00,AEI-2026-010500-2026-142,2026,lista_espera_sin_concesion,54.2,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,5,8,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-126,G99252918,ASOCIACIÓN CLUSTER DE AUTOMOCIÓN DE ARAGÓN (CAAR),LOGIHUMAN - Cognitive AI Investigación en automatización cognitiva y trazabilidad inteligente mediante agentes colaborativos en entornos industriales,"341.902,00 €","249.829,00 €","341.902,00 €","249.829,00 €",Aragón,"54,18",341902.00,249829.00,341902.00,249829.00,AEI-2026-010500-2026-126,2026,lista_espera_sin_concesion,54.18,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,5,9,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-125,G99299299,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),"HYPERION: Red de Optimización Operativa en Tiempo Real mediante IA Predictiva, Biometría y Simulación Avanzada","333.241,00 €","248.259,00 €","333.241,00 €","248.259,00 €",Aragón,"54,08",333241.00,248259.00,333241.00,248259.00,AEI-2026-010500-2026-125,2026,lista_espera_sin_concesion,54.08,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,5,10,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-89,G64935851,ASSOCIACIO CLUSTER DE L'ENERGIA EFICIENT DE CATALUNYA,BIOTRUST,"315.505,00 €","244.137,00 €","315.505,00 €","244.137,00 €",Cataluña,"53,99",315505.00,244137.00,315505.00,244137.00,AEI-2026-010500-2026-89,2026,lista_espera_sin_concesion,53.99,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,5,11,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-160,G66028978,ASSOCIACIO CLUSTER DE LA INDUSTRIA D'AUTOMOCIO DE CATALUNYA (CIAC),Desarrollo de una plataforma basada en Gemelo Digital e Inteligencia Artificial para la automatización inteligente de procesos de desmoldeo y clasificación de piezas metálicas,"447.450,00 €","246.826,00 €","447.450,00 €","240.822,00 €",Cataluña,"53,91",447450.00,246826.00,447450.00,240822.00,AEI-2026-010500-2026-160,2026,lista_espera_sin_concesion,53.91,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,5,12,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-26,G99252918,ASOCIACIÓN CLUSTER DE AUTOMOCIÓN DE ARAGÓN (CAAR),F.A.R.M.A.I - Fabricación Aditiva Robótica de Materiales Avanzados para Aplicaciones Industriales,"311.970,00 €","249.575,00 €","311.970,00 €","249.575,00 €",Aragón,"53,76",311970.00,249575.00,311970.00,249575.00,AEI-2026-010500-2026-26,2026,lista_espera_sin_concesion,53.76,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,5,13,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-19,G36983575,FUNDACIÓN CLUSTER DE AUTOMOCIÓN Y MOVILIDAD DE GALICIA (CEAGA),SIM4DECARB: Simulación inteligente de escenarios de descarbonización y resiliencia industrial,"210.526,00 €","112.957,00 €","210.526,00 €","112.957,00 €",Galicia,"52,52",210526.00,112957.00,210526.00,112957.00,AEI-2026-010500-2026-19,2026,lista_espera_sin_concesion,52.52,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,5,14,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010600-2026-5,G85321883,CENTRO DE INNOVACION TECNOLOGICA PARA LA LOGISTICA Y EL TRANSPORTE DE MERCANCIAS POR CARRETERA (CITET),Estudio de viabilidad para la aplicación de vehículos autónomos en operaciones logísticas internas y externas,"50.042,00 €","25.021,00 €","50.042,00 €","25.021,00 €",Comunidad de Madrid,"52,34",50042.00,25021.00,50042.00,25021.00,AEI-2026-010600-2026-5,2026,lista_espera_sin_concesion,52.34,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,5,15,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-70,G64935851,ASSOCIACIO CLUSTER DE L'ENERGIA EFICIENT DE CATALUNYA,MEDES,"213.323,00 €","170.657,00 €","213.323,00 €","170.657,00 €",Cataluña,"52,31",213323.00,170657.00,213323.00,170657.00,AEI-2026-010500-2026-70,2026,lista_espera_sin_concesion,52.31,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,5,16,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-138,G99299299,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),"SMARTSHIFT: Investigación industrial de una plataforma inteligente basada en IA predictiva, optimización y estándares seguros de interoperabilidad de datos para la gestión del absentismo y la movilidad sostenible en entornos industriales.","323.877,00 €","169.150,00 €","323.877,00 €","169.150,00 €",Aragón,"52,23",323877.00,169150.00,323877.00,169150.00,AEI-2026-010500-2026-138,2026,lista_espera_sin_concesion,52.23,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,6,1,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-122,G47708177,CLUSTER SOLUCIONES INNOVADORAS PARA LA VIDA INDEPENDIENTE (SIVI),BRAIS: Brazo Robótico Asistivo Inteligente y Sostenible,"312.445,00 €","248.202,00 €","278.489,00 €","217.538,00 €",Castilla y León,"51,67",312445.00,248202.00,278489.00,217538.00,AEI-2026-010500-2026-122,2026,lista_espera_sin_concesion,51.67,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,6,2,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-127,G19532209,"CLUSTER DE EMPRESAS DIGITALES, SOSTENIBLES E INDUSTRIAS INNOVADORAS (ONTECH INNOVATION)","Sistema distribuido de detección y localización pasiva de UAV no autorizados mediante una red de nodos SDR de bajo coste para la protección de infraestructuras y activos críticas, ""DroneFence""","323.400,00 €","166.038,00 €","308.898,00 €","157.337,00 €",Andalucía,"51,40",323400.00,166038.00,308898.00,157337.00,AEI-2026-010500-2026-127,2026,lista_espera_sin_concesion,51.4,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,6,3,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-145,G99311086,CLUSTER DE EMPRESAS DE TECNOLOGIAS DE LA INFORMACION ELECTRONICA Y TELECOMUNICACIONES DE ARAGON,GLIP: Grant Lefecycle Intelligence Platform,"330.843,00 €","198.505,00 €","326.526,00 €","195.914,00 €",Aragón,"51,39",330843.00,198505.00,326526.00,195914.00,AEI-2026-010500-2026-145,2026,lista_espera_sin_concesion,51.39,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,6,4,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-27,G33849118,CLUB ASTURIANO DE LA INNOVACIÓN,Investigación en modelos logísticos aplicados a la distribución farmacéutica (TECH TRACK),"159.990,00 €","80.017,00 €","159.990,00 €","80.017,00 €","Asturias, Principado de","51,35",159990.00,80017.00,159990.00,80017.00,AEI-2026-010500-2026-27,2026,lista_espera_sin_concesion,51.35,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,6,5,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-30,G65324691,ASSOCIACIÓ CATALANA CLÚSTER DE LA INDÚSTRIA DE LŽESPORT,GLUCOSED - Sistema digital integrado para la monitorización y modificación del comportamiento sedentario en DM2 mediante datos continuos de glucosa,"281.720,00 €","153.537,00 €","270.670,00 €","146.907,00 €",Cataluña,"51,29",281720.00,153537.00,270670.00,146907.00,AEI-2026-010500-2026-30,2026,lista_espera_sin_concesion,51.29,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,6,6,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-100,G19532209,"CLUSTER DE EMPRESAS DIGITALES, SOSTENIBLES E INDUSTRIAS INNOVADORAS (ONTECH INNOVATION)","Plataforma de innovación en la Cadena de Valor Agroalimentaria Rural a través de Inteligencia de Datos y Logística Sostenible, ""TierraConecta""","330.501,00 €","164.527,00 €","330.501,00 €","164.527,00 €",Andalucía,"50,97",330501.00,164527.00,330501.00,164527.00,AEI-2026-010500-2026-100,2026,lista_espera_sin_concesion,50.97,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,6,7,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-162,G66028978,ASSOCIACIO CLUSTER DE LA INDUSTRIA D'AUTOMOCIO DE CATALUNYA (CIAC),Sistema Autónomo de Vigilancia e Inspección de Infraestructuras Críticas mediante Robot Cuadrúpedo Inteligente,"393.820,00 €","196.909,00 €","273.326,00 €","136.662,00 €",Cataluña,"50,94",393820.00,196909.00,273326.00,136662.00,AEI-2026-010500-2026-162,2026,lista_espera_sin_concesion,50.94,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,6,8,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-128,G19532209,"CLUSTER DE EMPRESAS DIGITALES, SOSTENIBLES E INDUSTRIAS INNOVADORAS (ONTECH INNOVATION)","EVE Intelligence 2.0: Plataforma multivector de simulación de ingeniería social con IA cognitiva para reforzar la resiliencia humana en ciberseguridad, ""EVE 2.0""","312.068,00 €","249.653,00 €","312.068,00 €","249.653,00 €",Andalucía,"50,57",312068.00,249653.00,312068.00,249653.00,AEI-2026-010500-2026-128,2026,lista_espera_sin_concesion,50.57,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,6,9,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
